test_id,workspace,persona,preconditions,route,control_id,action,expected,evidence_required,side_effect_class,cleanup,automation_layer,status,defect_ref,approval_ref
CTRL.CENSUS.0122,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:483:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0123,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:484:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0124,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:484:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0125,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:489:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0126,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:489:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0127,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:490:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0128,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:492:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0129,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:492:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0130,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:495:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0131,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:521:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0132,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:522:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0133,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/article-review-workspace.tsx:522:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0134,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:35:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0135,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:35:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0136,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:37:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0137,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:37:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0138,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:48:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0139,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-issue-explorer.tsx:48:a:2,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0140,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:129:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0141,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:130:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0142,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:130:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0143,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:167:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0144,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:167:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0145,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:167:Link:3,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0146,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/audit-momentum-processing.tsx:167:Link:4,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0147,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:50:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0148,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:50:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0149,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:50:input:3,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0150,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:50:onChange:4,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0151,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:50:button:5,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0152,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:52:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0153,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:52:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0154,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0155,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0156,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:select:3,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0157,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:onChange:4,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0158,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:select:5,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0159,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:68:onChange:6,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0160,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/backlink-analytics-workspace.tsx:69:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0161,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:43:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0162,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:45:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0163,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:45:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0164,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:46:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0165,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:46:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0166,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:47:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0167,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/celebration-controls.tsx:47:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0168,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/copy-button.tsx:12:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0169,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/copy-button.tsx:12:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0170,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/creator-discovery.tsx:48:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0171,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/creator-discovery.tsx:48:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0172,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/creator-discovery.tsx:51:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0173,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/creator-discovery.tsx:54:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0174,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:377:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0175,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:377:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0176,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:377:Link:3,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0177,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:387:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0178,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:387:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0179,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:393:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0180,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:393:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0181,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:402:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0182,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:402:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0183,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:403:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0184,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:403:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0185,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:405:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0186,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:405:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0187,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:407:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0188,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:407:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0189,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:408:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0190,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:408:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0191,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:420:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0192,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:420:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0193,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:424:textarea:1,Exercise textarea and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0194,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:429:onChange:1,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0195,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:436:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0196,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:436:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0197,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:437:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0198,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:450:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0199,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:454:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0200,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:454:button:2,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0201,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:468:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0202,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:468:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0203,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:473:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0204,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:473:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0205,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:480:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0206,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:491:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0207,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:516:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0208,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/destiny-prototype.tsx:533:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0209,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/directory-profile-registry.tsx:76:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0210,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/directory-profile-registry.tsx:79:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0211,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/directory-profile-registry.tsx:79:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0212,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/directory-profile-registry.tsx:79:input:3,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
